sample_index,sample_id,label_index,class_name,step,frame_index,patch_row,patch_col,R,G,B,ON_R,ON_G,ON_B,OFF_R,OFF_G,OFF_B
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,11,10,1,5,0.7227328,0.6661152,0.6914828,0.0121816,0.0140814,0.0095835,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,12,11,1,4,0.7073529,0.6605392,0.6832108,0.0000000,0.0000000,0.0000000,0.0217253,0.0092875,0.0093569
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,13,12,1,3,0.5666667,0.5708946,0.5194853,0.0000000,0.0000000,0.0000000,0.2230743,0.1608596,0.2116821
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,14,13,1,2,0.5806373,0.6197304,0.5276961,0.0248459,0.0917583,0.0123043,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,15,14,1,1,0.6037990,0.6637255,0.5474877,0.0399005,0.0766841,0.0288863,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,16,15,1,0,0.7727941,0.7479780,0.7393996,0.2504879,0.1335122,0.2340207,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,17,16,2,0,0.7987745,0.7561888,0.7789829,0.0337311,0.0122115,0.0409095,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,18,17,2,1,0.7142770,0.7485294,0.6626838,0.0000000,0.0000000,0.0000000,0.1128144,0.0112478,0.1254397
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,19,18,2,2,0.6200368,0.6806986,0.5782475,0.0000000,0.0000000,0.0000000,0.1426764,0.1048721,0.1058048
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,20,19,2,3,0.4052083,0.5235907,0.3255515,0.0000000,0.0000000,0.0000000,0.4232898,0.2882711,0.4347607
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,21,20,2,4,0.4313726,0.5078431,0.3621936,0.0638142,0.0000000,0.0836077,0.0000000,0.0337369,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,22,21,2,5,0.5938113,0.5662990,0.5606005,0.3233002,0.1217442,0.3373997,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,23,22,2,6,0.7107230,0.6558824,0.6810049,0.1828609,0.1639734,0.1521780,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,24,23,2,7,0.6998774,0.6410539,0.6607844,0.0000000,0.0000000,0.0000000,0.0155319,0.0252645,0.0234333
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,25,24,3,7,0.6951593,0.6363358,0.6577819,0.0000000,0.0000000,0.0000000,0.0068322,0.0081617,0.0035408
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,26,25,3,6,0.6465687,0.5986520,0.6146446,0.0000000,0.0000000,0.0000000,0.0731581,0.0674258,0.0527161
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,27,26,3,5,0.5145833,0.5557598,0.4519608,0.0000000,0.0000000,0.0000000,0.2296203,0.0821015,0.2371725
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,28,27,3,4,0.5308824,0.6145834,0.4724877,0.0318104,0.1124397,0.0348445,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,29,28,3,3,0.4299632,0.5321079,0.3692402,0.0000000,0.0000000,0.0000000,0.2121747,0.1589323,0.1907355
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,30,29,3,2,0.5128677,0.6007353,0.4603554,0.1794164,0.1355219,0.1723524,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,31,30,3,1,0.7036152,0.7245098,0.6514093,0.3199418,0.2089378,0.2696721,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,32,31,3,0,0.8037990,0.7606618,0.7841299,0.1356074,0.0544549,0.1450829,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,33,32,4,0,0.7878677,0.7447917,0.7721814,0.0000000,0.0000000,0.0000000,0.0202197,0.0232941,0.0119383
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,34,33,4,1,0.7547794,0.7256128,0.7302696,0.0000000,0.0000000,0.0000000,0.0433293,0.0288218,0.0433770
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,35,34,4,2,0.5328432,0.6147059,0.4579044,0.0000000,0.0000000,0.0000000,0.3481877,0.1828455,0.3564473
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,36,35,4,3,0.4534314,0.5557598,0.3914216,0.0000000,0.0000000,0.0000000,0.1626526,0.1112833,0.1217191
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,37,36,4,4,0.5789829,0.6401348,0.5225490,0.2481339,0.1578347,0.2251408,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,38,37,4,5,0.6586397,0.7082108,0.6033089,0.1313267,0.1129470,0.1125654,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,39,38,4,6,0.3870711,0.3721201,0.3568628,0.0000000,0.0000000,0.0000000,0.5246163,0.6874381,0.3991138
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,40,39,4,7,0.6774510,0.6207721,0.6443015,0.5565831,0.5602366,0.4505395,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,41,40,5,7,0.6768996,0.6183211,0.6420956,0.0000000,0.0000000,0.0000000,0.0008225,0.0043708,0.0026664
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,42,41,5,6,0.2838235,0.3200368,0.2437500,0.0000000,0.0000000,0.0000000,0.8265174,0.7024183,0.6992390
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,43,42,5,5,0.4920343,0.5672182,0.4006127,0.5475692,0.6232311,0.3820164,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,44,43,5,4,0.5094976,0.5886642,0.4519608,0.0355778,0.0415064,0.0945116,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,45,44,5,3,0.5212010,0.5773284,0.4613971,0.0231686,0.0000000,0.0162126,0.0000000,0.0214828,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,46,45,5,2,0.7206495,0.6883579,0.6903799,0.3277024,0.1962429,0.3119805,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,47,46,5,1,0.7575980,0.7108456,0.7420956,0.0509997,0.0359539,0.0566537,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,48,47,5,0,0.7724265,0.7292892,0.7587010,0.0197750,0.0286501,0.0173628,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,49,48,6,0,0.7498775,0.7067402,0.7381127,0.0000000,0.0000000,0.0000000,0.0299227,0.0346975,0.0213882
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,50,49,6,1,0.7559437,0.7091299,0.7422794,0.0082198,0.0037758,0.0044168,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,51,50,6,2,0.7373775,0.6885417,0.7209559,0.0000000,0.0000000,0.0000000,0.0251156,0.0325498,0.0226604
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,52,51,6,3,0.7186887,0.6679534,0.6990809,0.0000000,0.0000000,0.0000000,0.0259282,0.0335379,0.0239537
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,53,52,6,4,0.6834559,0.6454045,0.6569240,0.0000000,0.0000000,0.0000000,0.0507608,0.0379383,0.0483427
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,54,53,6,5,0.5817402,0.5787377,0.5363358,0.0000000,0.0000000,0.0000000,0.1624067,0.1203403,0.1571424
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,55,54,6,6,0.5407476,0.5155637,0.4528186,0.0000000,0.0000000,0.0000000,0.0737731,0.1275661,0.1312912
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,56,55,6,7,0.6467525,0.5914829,0.6143996,0.1821422,0.1534148,0.2375909,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,57,56,7,7,0.6432598,0.5923407,0.6195466,0.0000000,0.0016210,0.0065457,0.0054693,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,58,57,7,6,0.6709559,0.6200368,0.6474878,0.0430001,0.0511049,0.0346058,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,59,58,7,5,0.6915441,0.6405637,0.6680147,0.0308319,0.0364274,0.0244864,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,60,59,7,4,0.7092525,0.6585785,0.6861520,0.0257942,0.0310208,0.0210181,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,61,60,7,3,0.7138481,0.6685049,0.7007353,0.0065890,0.0167331,0.0165010,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,62,61,7,2,0.7379902,0.6947917,0.7261642,0.0339294,0.0431349,0.0279658,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,63,62,7,1,0.7577819,0.7146446,0.7460172,0.0269982,0.0315109,0.0211620,0.0000000,0.0000000,0.0000000
0,train/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681.JPG,0,Blueberry___healthy,64,63,7,0,0.7553922,0.7123162,0.7436888,0.0000000,0.0000000,0.0000000,0.0031902,0.0036056,0.0024304
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,1,0,0,0,0.6338848,0.5583333,0.5681986,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,2,1,0,1,0.3388481,0.3883578,0.2596814,0.0000000,0.0000000,0.0000000,0.6127118,0.3967454,0.5794762
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,3,2,0,2,0.2457108,0.3246324,0.1924020,0.0000000,0.0000000,0.0000000,0.3218612,0.1974982,0.2314125
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,4,3,0,3,0.4023897,0.3896446,0.3538603,0.4932715,0.2036151,0.4638225,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,5,4,0,4,0.5920956,0.5178309,0.5241422,0.3892248,0.3160009,0.3043445,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,6,5,0,5,0.6069853,0.5287378,0.5364584,0.0253371,0.0233139,0.0182229,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,7,6,0,6,0.6179535,0.5433824,0.5533701,0.0182699,0.0305574,0.0243514,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,8,7,0,7,0.5992647,0.5247549,0.5384804,0.0000000,0.0000000,0.0000000,0.0310160,0.0385355,0.0212054
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,9,8,1,7,0.6297795,0.5541054,0.5642157,0.0506594,0.0608599,0.0366241,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,10,9,1,6,0.6211397,0.5496324,0.5555148,0.0000000,0.0000000,0.0000000,0.0139523,0.0089551,0.0120831
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,11,10,1,5,0.3677084,0.3580270,0.3294118,0.0000000,0.0000000,0.0000000,0.5177314,0.4664645,0.3973038
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,12,11,1,4,0.2054534,0.3107843,0.1711397,0.0000000,0.0000000,0.0000000,0.5718657,0.1560862,0.4916757
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,13,12,1,3,0.1262868,0.2813725,0.0832721,0.0000000,0.0000000,0.0000000,0.4820778,0.1097534,0.5370494
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,14,13,1,2,0.1570466,0.2960784,0.0892157,0.2215148,0.0569715,0.0540734,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,15,14,1,1,0.1613358,0.2794730,0.0664828,0.0274882,0.0000000,0.0000000,0.0000000,0.0637527,0.2270339
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,16,15,1,0,0.5539216,0.5181985,0.4775123,1.0000000,0.6695089,1.0000000,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,17,16,2,0,0.3816789,0.4250613,0.3027574,0.0000000,0.0000000,0.0000000,0.3718981,0.2181856,0.3482638
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,18,17,2,1,0.1829657,0.3109069,0.0956495,0.0000000,0.0000000,0.0000000,0.7109270,0.3427420,0.8083376
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,19,18,2,2,0.1883578,0.3216299,0.1109681,0.0296297,0.0379239,0.1163439,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,20,19,2,3,0.1936275,0.3379289,0.1414216,0.0281481,0.0552827,0.1893460,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,21,20,2,4,0.2570466,0.3912990,0.2161765,0.2871278,0.1637255,0.3280474,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,22,21,2,5,0.2295956,0.3354779,0.2058824,0.0000000,0.0000000,0.0000000,0.1139518,0.1697192,0.0379262
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,23,22,2,6,0.4039216,0.3881740,0.3583333,0.5614635,0.1629034,0.4240115,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,24,23,2,7,0.6522672,0.5758579,0.5900123,0.4797700,0.4355291,0.3833652,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,25,24,3,7,0.5860294,0.5235907,0.5265931,0.0000000,0.0000000,0.0000000,0.1080575,0.1050481,0.0883170
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,26,25,3,6,0.1808211,0.2772059,0.1400123,0.0000000,0.0000000,0.0000000,1.0000000,0.6798694,0.9017684
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,27,26,3,5,0.1628064,0.2896446,0.1170343,0.0000000,0.0490896,0.0000000,0.1059039,0.0000000,0.1390022
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,28,27,3,4,0.2164828,0.3489583,0.1711397,0.2887559,0.2077809,0.2946304,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,29,28,3,3,0.2421569,0.3651348,0.1696078,0.1142194,0.0506769,0.0000000,0.0000000,0.0000000,0.0069906
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,30,29,3,2,0.2474878,0.3711397,0.1811275,0.0222145,0.0182452,0.0515407,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,31,30,3,1,0.2313726,0.3575980,0.1538603,0.0000000,0.0000000,0.0000000,0.0679830,0.0410615,0.1265709
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,32,31,3,0,0.5090074,0.5186275,0.4341912,0.7651336,0.4111223,0.7480802,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,33,32,4,0,0.6722426,0.6123775,0.5977328,0.2819618,0.1854337,0.2486987,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,34,33,4,1,0.3469363,0.4280638,0.2731005,0.0000000,0.0000000,0.0000000,0.6447864,0.3914479,0.5796694
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,35,34,4,2,0.3460172,0.4552696,0.2848652,0.0000000,0.0689000,0.0330877,0.0026795,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,36,35,4,3,0.2910539,0.4070466,0.2375000,0.0000000,0.0000000,0.0000000,0.1742841,0.1235725,0.1409965
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,37,36,4,4,0.2741422,0.3939338,0.2015931,0.0000000,0.0000000,0.0000000,0.0604453,0.0361748,0.1271581
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,38,37,4,5,0.2050858,0.3248162,0.1632353,0.0000000,0.0000000,0.0000000,0.2910952,0.2124930,0.1634890
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,39,38,4,6,0.2299632,0.3457108,0.1885417,0.1166770,0.0697106,0.1128898,0.0000000,0.0000000,0.0000000
962,train/Cherry_(including_sour)___healthy/0008f3d3-2f85-4973-be9a-1b520b8b59fc___JR_HL 4092.JPG,1,Cherry_(including_sour)___healthy,40,39,4,7,0.1702206,0.2101716,0.1392157,0.0000000,0.0000000,0.0000000,0.3015768,0.5387851,0.2340162
